交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/08/28,TX,202611  ,46820,46850,46587,46637,240,0.52%,26,46667,42,46650,46684,46850,44435,,一般,,
2026/08/28,TX,202611  ,46443,46789,46443,46600,203,0.44%,36,-,-,46696,46725,46789,44435,,盤後,,
2026/08/28,TX,202612  ,46790,46850,46710,46780,285,0.61%,19,46780,392,46753,46788,50228,27382,,一般,,
2026/08/28,TX,202612  ,46706,46899,46604,46899,404,0.87%,10,-,-,46794,46834,50228,27382,,盤後,,
2026/08/28,TX,202703  ,47353,47398,47100,47196,290,0.62%,9,47196,125,47183,47206,50802,32400,,一般,,
2026/08/28,TX,202703  ,46974,47354,46974,47200,294,0.63%,9,-,-,47206,47259,50802,32400,,盤後,,
2026/08/28,TX,202706  ,47816,47816,47816,47816,381,0.80%,1,47711,77,47696,47727,51411,41461,,一般,,
2026/08/28,TX,202706  ,-,-,-,-,-,-,0,-,-,47734,47789,51411,41461,,盤後,,
2026/08/31,TX,202609  ,45800,46060,45415,45983,-374,-0.81%,53336,45977,104409,45985,45987,49651,24962,,一般,,
2026/08/31,TX,202609  ,46438,46613,45826,45900,-457,-0.99%,35867,-,-,45898,45900,49651,24962,,盤後,,
2026/08/31,TX,202610  ,45987,46200,45588,46116,-386,-0.83%,411,46116,1310,46139,46145,46789,39852,,一般,,
2026/08/31,TX,202610  ,46603,46723,45979,46049,-453,-0.97%,560,-,-,46044,46047,46789,39852,,盤後,,
2026/08/31,TX,202611  ,46046,46228,45750,46225,-442,-0.95%,25,46304,54,46300,46308,46850,44435,,一般,,
2026/08/31,TX,202611  ,46594,46594,46351,46368,-299,-0.64%,9,-,-,46203,46229,46850,44435,,盤後,,
2026/08/31,TX,202612  ,46150,46472,45946,46386,-394,-0.84%,31,46410,406,46405,46416,50228,27382,,一般,,
2026/08/31,TX,202612  ,46878,46901,46300,46325,-455,-0.97%,12,-,-,46310,46336,50228,27382,,盤後,,
2026/08/31,TX,202703  ,46640,46888,46585,46888,-308,-0.65%,3,46850,124,46843,46857,50802,32400,,一般,,
2026/08/31,TX,202703  ,47250,47383,46823,46823,-373,-0.79%,12,-,-,46750,46800,50802,32400,,盤後,,
2026/08/31,TX,202706  ,47144,47244,46847,47244,-467,-0.98%,4,47354,77,47343,47366,51411,41461,,一般,,
2026/08/31,TX,202706  ,47823,47850,47356,47356,-355,-0.74%,7,-,-,47250,47290,51411,41461,,盤後,,
2026/08/03,TX,202608/202609    ,181,181,143,143,-,-,164,-,-,142,145,273,121,,一般,268,
2026/08/03,TX,202608/202609    ,183,186,181,181,-,-,7,-,-,182,187,273,121,,盤後,284,
2026/08/03,TX,202608/202610    ,337,337,337,337,-,-,1,-,-,333,338,572,311,,一般,33,
2026/08/03,TX,202608/202610    ,334,362,334,362,-,-,19,-,-,358,373,572,311,,盤後,23,
2026/08/03,TX,202608/202612    ,640,641,640,641,-,-,3,-,-,629,636,1070,615,,一般,6,
2026/08/03,TX,202608/202612    ,640,640,640,640,-,-,1,-,-,652,677,1070,615,,盤後,12,
2026/08/03,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,1240,1280,1995,1226,,盤後,7,
2026/08/03,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,445,530,861,104,,盤後,1,
2026/08/04,TX,202608/202609    ,152,152,123,126,-,-,320,-,-,122,125,273,121,,一般,324,
2026/08/04,TX,202608/202609    ,143,150,141,148,-,-,11,-,-,150,156,273,121,,盤後,243,
2026/08/04,TX,202608/202610    ,325,325,325,325,-,-,1,-,-,313,319,572,311,,一般,40,
2026/08/04,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,323,334,572,311,,盤後,46,
2026/08/04,TX,202608/202612    ,600,600,579,580,-,-,4,-,-,571,584,1070,579,,一般,22,
2026/08/04,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,610,640,1070,615,,盤後,4,
2026/08/04,TX,202608/202703    ,1220,1220,1142,1142,-,-,5,-,-,1121,1139,1995,1142,,一般,2,
2026/08/04,TX,202608/202703    ,1224,1225,1223,1223,-,-,3,-,-,1200,1235,1995,1223,,盤後,1,
2026/08/04,TX,202608/202706    ,1835,1835,1769,1769,-,-,3,-,-,1727,1755,2736,1769,,一般,3,
2026/08/04,TX,202608/202706    ,1837,1837,1835,1835,-,-,3,-,-,1810,1867,2736,1835,,盤後,5,
2026/08/04,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,-,197,238,236,,一般,2,
2026/08/04,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,450,520,861,104,,盤後,1,
2026/08/04,TX,202703/202706    ,604,618,604,618,-,-,2,-,-,-,619,618,602,,一般,0,
2026/08/04,TX,202703/202706    ,602,604,602,604,-,-,3,-,-,-,608,604,602,,盤後,1,
2026/08/05,TX,202608/202609    ,108,108,90,90,-,-,768,-,-,89,96,273,90,,一般,217,
2026/08/05,TX,202608/202609    ,127,129,117,118,-,-,33,-,-,114,119,273,117,,盤後,238,
2026/08/05,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,257,266,572,311,,一般,44,
2026/08/05,TX,202608/202610    ,311,311,311,311,-,-,1,-,-,241,297,572,311,,盤後,30,
2026/08/05,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,522,532,1070,577,,一般,14,
2026/08/05,TX,202608/202612    ,580,580,577,580,-,-,15,-,-,535,585,1070,577,,盤後,7,
2026/08/05,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,1059,1071,1995,1142,,一般,6,
2026/08/05,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1666,1731,2736,1769,,一般,6,
2026/08/05,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1650,1770,2736,1769,,盤後,1,
2026/08/05,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,-,184,238,236,,一般,1,
2026/08/05,TX,202612/202703    ,-,-,-,-,-,-,0,-,-,521,-,843,329,,一般,1,
2026/08/05,TX,202703/202706    ,-,-,-,-,-,-,0,-,-,-,644,618,602,,一般,1,
2026/08/06,TX,202608/202609    ,103,103,36,45,-,-,711,-,-,44,50,273,36,,一般,170,
2026/08/06,TX,202608/202609    ,90,110,88,105,-,-,118,-,-,103,108,273,88,,盤後,272,
2026/08/06,TX,202608/202610    ,240,244,160,160,-,-,19,-,-,153,171,572,160,,一般,22,
2026/08/06,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,251,264,572,311,,盤後,17,
2026/08/06,TX,202608/202612    ,500,500,490,490,-,-,2,-,-,410,418,1070,490,,一般,4,
2026/08/06,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,520,538,1070,577,,盤後,4,
2026/08/06,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,853,980,1995,1142,,一般,3,
2026/08/06,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,1050,1071,1995,1142,,盤後,5,
2026/08/06,TX,202608/202706    ,1601,1601,1601,1601,-,-,1,-,-,1516,1593,2736,1601,,一般,0,
2026/08/06,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1690,1730,2736,1769,,盤後,2,
2026/08/06,TX,202610/202612    ,259,259,259,259,-,-,2,-,-,223,239,493,259,,一般,3,
2026/08/06,TX,202703/202706    ,-,-,-,-,-,-,0,-,-,-,-,618,602,,盤後,2,
2026/08/07,TX,202608/202609    ,41,116,40,102,-,-,924,-,-,100,104,273,36,,一般,394,
2026/08/07,TX,202608/202609    ,46,58,36,36,-,-,105,-,-,38,47,273,36,,盤後,207,
2026/08/07,TX,202608/202610    ,164,180,164,180,-,-,4,-,-,135,181,572,136,,一般,37,
2026/08/07,TX,202608/202610    ,163,163,136,136,-,-,2,-,-,123,142,572,136,,盤後,34,
2026/08/07,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,189,418,1070,373,,一般,1,
2026/08/07,TX,202608/202612    ,373,373,373,373,-,-,1,-,-,101,386,1070,373,,盤後,0,
2026/08/07,TX,202608/202703    ,916,916,916,916,-,-,1,-,-,501,950,1995,916,,盤後,0,
2026/08/07,TX,202608/202706    ,1536,1536,1536,1536,-,-,1,-,-,1093,1540,2736,1536,,一般,1,
2026/08/07,TX,202608/202706    ,1564,1564,1564,1564,-,-,1,-,-,1102,1543,2736,1564,,盤後,0,
2026/08/07,TX,202609/202610    ,71,71,71,71,-,-,6,-,-,70,-,238,71,,一般,19,
2026/08/07,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,92,-,238,236,,盤後,6,
2026/08/07,TX,202610/202612    ,-,-,-,-,-,-,0,-,-,-,228,493,229,,一般,9,
2026/08/07,TX,202610/202612    ,229,229,229,229,-,-,1,-,-,-,238,493,229,,盤後,0,
2026/08/07,TX,202703/202706    ,638,638,638,638,-,-,1,-,-,-,638,638,602,,盤後,0,
2026/08/10,TX,202608/202609    ,104,120,90,120,-,-,1338,-,-,116,120,273,36,,一般,639,
2026/08/10,TX,202608/202609    ,97,97,73,89,-,-,13,-,-,84,90,273,36,,盤後,305,
2026/08/10,TX,202608/202610    ,169,196,169,196,-,-,14,-,-,218,224,572,136,,一般,12,
2026/08/10,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,156,171,572,136,,盤後,10,
2026/08/10,TX,202608/202612    ,379,392,379,392,-,-,10,-,-,410,417,1070,360,,一般,16,
2026/08/10,TX,202608/202612    ,360,360,360,360,-,-,1,-,-,345,410,1070,360,,盤後,2,
2026/08/10,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,890,901,1995,916,,一般,2,
2026/08/10,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,602,910,1995,916,,盤後,1,
2026/08/10,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1514,1536,2736,1495,,一般,3,
2026/08/10,TX,202608/202706    ,1495,1495,1495,1495,-,-,1,-,-,1380,1550,2736,1495,,盤後,3,
2026/08/10,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,95,-,238,71,,一般,6,
2026/08/10,TX,202703/202706    ,-,-,-,-,-,-,0,-,-,-,668,638,602,,一般,1,
2026/08/10,TX,202703/202706    ,-,-,-,-,-,-,0,-,-,-,669,638,602,,盤後,1,
2026/08/11,TX,202608/202609    ,135,144,128,133,-,-,1496,-,-,128,133,273,36,,一般,515,
2026/08/11,TX,202608/202609    ,118,141,118,136,-,-,24,-,-,138,143,273,36,,盤後,268,
2026/08/11,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,238,244,572,136,,一般,41,
2026/08/11,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,237,247,572,136,,盤後,19,
2026/08/11,TX,202608/202612    ,449,451,449,451,-,-,3,-,-,443,450,1070,360,,一般,23,
2026/08/11,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,434,450,1070,360,,盤後,11,
2026/08/11,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,935,945,1995,916,,一般,6,
2026/08/11,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,911,956,1995,916,,盤後,4,
2026/08/11,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,97,153,238,71,,盤後,2,
2026/08/11,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,210,370,861,104,,盤後,1,
2026/08/12,TX,202608/202609    ,131,162,116,151,-,-,3525,-,-,149,151,273,36,,一般,994,
2026/08/12,TX,202608/202609    ,-,-,-,-,-,-,0,-,-,132,137,273,36,,盤後,515,
2026/08/12,TX,202608/202610    ,238,238,237,237,-,-,3,-,-,261,265,572,136,,一般,21,
2026/08/12,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,239,256,572,136,,盤後,30,
2026/08/12,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,456,469,1070,360,,一般,9,
2026/08/12,TX,202608/202612    ,441,441,441,441,-,-,1,-,-,430,447,1070,360,,盤後,6,
2026/08/12,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,949,966,1995,916,,一般,6,
2026/08/12,TX,202608/202703    ,959,959,959,959,-,-,1,-,-,930,970,1995,916,,盤後,9,
2026/08/12,TX,202608/202706    ,1535,1548,1535,1548,-,-,3,-,-,1531,1570,2736,1495,,盤後,0,
2026/08/12,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,100,-,238,71,,一般,6,
2026/08/12,TX,202610/202612    ,-,-,-,-,-,-,0,-,-,186,-,493,229,,盤後,1,
2026/08/12,TX,202612/202703    ,-,-,-,-,-,-,0,-,-,501,-,843,329,,一般,1,
2026/08/13,TX,202608/202609    ,145,166,137,160,-,-,4690,-,-,160,162,273,36,,一般,575,
2026/08/13,TX,202608/202609    ,153,174,138,138,-,-,442,-,-,140,147,273,36,,盤後,545,
2026/08/13,TX,202608/202610    ,275,284,275,284,-,-,19,-,-,274,283,572,136,,一般,10,
2026/08/13,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,252,268,572,136,,盤後,14,
2026/08/13,TX,202608/202612    ,473,480,473,480,-,-,7,-,-,476,489,1070,360,,一般,20,
2026/08/13,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,460,475,1070,360,,盤後,7,
2026/08/13,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,950,983,1995,916,,盤後,8,
2026/08/13,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1571,1590,2736,1495,,一般,2,
2026/08/13,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1540,1575,2736,1495,,盤後,3,
2026/08/13,TX,202610/202612    ,-,-,-,-,-,-,0,-,-,181,-,493,229,,盤後,2,
2026/08/13,TX,202612/202703    ,-,-,-,-,-,-,0,-,-,-,-,843,329,,盤後,1,
2026/08/14,TX,202608/202609    ,160,170,135,144,-,-,8755,-,-,138,144,273,36,,一般,1275,
2026/08/14,TX,202608/202609    ,160,160,145,148,-,-,28,-,-,156,162,273,36,,盤後,868,
2026/08/14,TX,202608/202610    ,296,299,296,299,-,-,2,-,-,264,281,572,136,,一般,18,
2026/08/14,TX,202608/202610    ,271,271,271,271,-,-,1,-,-,274,278,572,136,,盤後,14,
2026/08/14,TX,202608/202612    ,498,498,498,498,-,-,1,-,-,466,496,1070,360,,一般,11,
2026/08/14,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,470,515,1070,360,,盤後,10,
2026/08/14,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,981,1023,1995,916,,一般,1,
2026/08/14,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,975,1006,1995,916,,盤後,5,
2026/08/14,TX,202608/202706    ,-,-,-,-,-,-,0,-,-,1571,1634,2736,1495,,一般,1,
2026/08/14,TX,202610/202612    ,203,203,201,201,-,-,2,-,-,183,-,493,201,,一般,0,
2026/08/17,TX,202608/202609    ,143,205,85,133,-,-,40082,-,-,132,138,273,36,,一般,4235,
2026/08/17,TX,202608/202609    ,131,142,121,124,-,-,65,-,-,137,143,273,36,,盤後,683,
2026/08/17,TX,202608/202610    ,282,282,279,279,-,-,3,-,-,61,297,572,136,,一般,60,
2026/08/17,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,455,528,1070,360,,一般,2,
2026/08/17,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,445,495,1070,360,,盤後,1,
2026/08/17,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,940,1040,1995,916,,一般,2,
2026/08/17,TX,202609/202610    ,127,137,105,136,-,-,9,-,-,139,141,238,71,,一般,72,
2026/08/17,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,115,-,238,71,,盤後,2,
2026/08/17,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,281,439,861,104,,一般,1,
2026/08/17,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,818,830,-,-,,一般,2,
2026/08/17,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1400,1423,-,-,,一般,1,
2026/08/17,TX,202612/202703    ,522,522,522,522,-,-,1,-,-,-,-,843,329,,盤後,0,
2026/08/18,TX,202608/202609    ,131,154,85,85,-,-,29296,-,-,86,93,273,36,,一般,11800,
2026/08/18,TX,202608/202609    ,137,140,121,126,-,-,153,-,-,137,142,273,36,,盤後,1693,
2026/08/18,TX,202608/202610    ,236,236,236,236,-,-,1,-,-,17,296,572,136,,一般,17,
2026/08/18,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,250,299,572,136,,盤後,3,
2026/08/18,TX,202608/202612    ,455,455,445,445,-,-,2,-,-,440,514,1070,360,,一般,2,
2026/08/18,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,455,530,1070,360,,盤後,4,
2026/08/18,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,920,1025,1995,916,,一般,2,
2026/08/18,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,920,1020,1995,916,,盤後,1,
2026/08/18,TX,202609/202610    ,136,165,136,163,-,-,4,-,-,161,165,238,71,,一般,36,
2026/08/18,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,135,147,238,71,,盤後,26,
2026/08/18,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,321,469,861,104,,一般,2,
2026/08/18,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,889,902,821,821,,一般,4,
2026/08/18,TX,202609/202703    ,821,821,821,821,-,-,1,-,-,-,-,821,821,,盤後,1,
2026/08/18,TX,202609/202706    ,1427,1427,1427,1427,-,-,1,-,-,1418,1443,1427,1427,,一般,0,
2026/08/18,TX,202610/202612    ,-,-,-,-,-,-,0,-,-,206,-,493,201,,一般,2,
2026/08/18,TX,202610/202612    ,-,-,-,-,-,-,0,-,-,181,-,493,201,,盤後,1,
2026/08/19,TX,202608/202609    ,79,102,-25,58,-,-,3928,-,-,-11,58,273,-25,,一般,6545,
2026/08/19,TX,202608/202609    ,84,96,69,78,-,-,321,-,-,78,88,273,36,,盤後,2554,
2026/08/19,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,100,-,572,136,,一般,7,
2026/08/19,TX,202608/202610    ,-,-,-,-,-,-,0,-,-,50,257,572,136,,盤後,2,
2026/08/19,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,-,-,1070,360,,一般,3,
2026/08/19,TX,202608/202612    ,-,-,-,-,-,-,0,-,-,420,510,1070,360,,盤後,1,
2026/08/19,TX,202608/202703    ,-,-,-,-,-,-,0,-,-,-,-,1995,916,,一般,1,
2026/08/19,TX,202609/202610    ,141,146,139,139,-,-,5,-,-,141,149,238,71,,一般,29,
2026/08/19,TX,202609/202610    ,165,165,163,163,-,-,2,-,-,139,161,238,71,,盤後,22,
2026/08/19,TX,202609/202612    ,343,343,342,342,-,-,2,-,-,331,354,861,104,,一般,5,
2026/08/19,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,335,402,861,104,,盤後,7,
2026/08/19,TX,202609/202703    ,855,855,855,855,-,-,1,-,-,825,839,855,821,,一般,6,
2026/08/19,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,-,909,821,821,,盤後,4,
2026/08/19,TX,202610/202612    ,214,214,214,214,-,-,1,-,-,181,-,493,201,,一般,1,
2026/08/19,TX,202610/202612    ,230,230,230,230,-,-,1,-,-,206,-,493,201,,盤後,2,
2026/08/20,TX,202609/202610    ,150,157,150,150,-,-,20,-,-,145,152,238,71,,一般,82,
2026/08/20,TX,202609/202610    ,142,146,142,146,-,-,16,-,-,147,155,238,71,,盤後,116,
2026/08/20,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,273,280,-,-,,一般,11,
2026/08/20,TX,202609/202612    ,367,367,367,367,-,-,1,-,-,363,370,861,104,,一般,12,
2026/08/20,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,350,359,861,104,,盤後,6,
2026/08/20,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,791,800,855,821,,一般,4,
2026/08/20,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,795,820,855,821,,盤後,8,
2026/08/20,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1355,1369,1427,1427,,一般,2,
2026/08/20,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1350,1374,1427,1427,,盤後,3,
2026/08/20,TX,202612/202703    ,-,-,-,-,-,-,0,-,-,421,-,843,329,,一般,2,
2026/08/20,TX,202703/202706    ,-,-,-,-,-,-,0,-,-,-,566,638,602,,一般,1,
2026/08/21,TX,202609/202610    ,153,153,134,140,-,-,12,-,-,143,146,238,71,,一般,83,
2026/08/21,TX,202609/202610    ,151,151,151,151,-,-,1,-,-,146,152,238,71,,盤後,127,
2026/08/21,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,259,264,-,-,,一般,25,
2026/08/21,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,271,281,-,-,,盤後,34,
2026/08/21,TX,202609/202612    ,360,360,360,360,-,-,1,-,-,365,366,861,104,,一般,4,
2026/08/21,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,369,385,861,104,,盤後,4,
2026/08/21,TX,202609/202703    ,789,789,787,787,-,-,2,-,-,773,783,855,787,,一般,0,
2026/08/21,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,785,805,855,821,,盤後,1,
2026/08/21,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1328,1350,1427,1351,,一般,5,
2026/08/21,TX,202609/202706    ,1352,1352,1351,1351,-,-,2,-,-,1345,1385,1427,1351,,盤後,0,
2026/08/21,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,113,-,-,-,,一般,2,
2026/08/21,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,118,-,-,-,,盤後,1,
2026/08/21,TX,202611/202612    ,-,-,-,-,-,-,0,-,-,-,109,-,-,,盤後,1,
2026/08/24,TX,202609/202610    ,150,151,149,149,-,-,73,-,-,148,149,238,71,,一般,98,
2026/08/24,TX,202609/202610    ,147,149,147,149,-,-,5,-,-,147,154,238,71,,盤後,90,
2026/08/24,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,274,279,-,-,,一般,38,
2026/08/24,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,255,266,-,-,,盤後,13,
2026/08/24,TX,202609/202612    ,371,371,369,369,-,-,4,-,-,381,390,861,104,,一般,12,
2026/08/24,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,366,385,861,104,,盤後,8,
2026/08/24,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1364,1385,1427,1351,,一般,3,
2026/08/24,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1315,1355,1427,1351,,盤後,1,
2026/08/24,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,103,-,-,-,,盤後,1,
2026/08/25,TX,202609/202610    ,150,150,150,150,-,-,3,-,-,146,150,238,71,,一般,82,
2026/08/25,TX,202609/202610    ,152,152,152,152,-,-,2,-,-,149,155,238,71,,盤後,84,
2026/08/25,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,270,277,-,-,,一般,51,
2026/08/25,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,275,285,-,-,,盤後,62,
2026/08/25,TX,202609/202612    ,385,385,382,382,-,-,6,-,-,366,373,861,104,,一般,26,
2026/08/25,TX,202609/202612    ,382,382,380,380,-,-,16,-,-,376,380,861,104,,盤後,12,
2026/08/25,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,768,786,855,787,,一般,1,
2026/08/25,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1355,1391,1427,1351,,盤後,4,
2026/08/25,TX,202610/202612    ,-,-,-,-,-,-,0,-,-,-,-,493,201,,盤後,1,
2026/08/25,TX,202612/202703    ,-,-,-,-,-,-,0,-,-,-,416,843,329,,一般,1,
2026/08/26,TX,202609/202610    ,152,152,143,143,-,-,76,-,-,142,146,238,71,,一般,199,
2026/08/26,TX,202609/202610    ,151,153,149,149,-,-,19,-,-,148,153,238,71,,盤後,66,
2026/08/26,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,265,270,-,-,,一般,44,
2026/08/26,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,270,278,-,-,,盤後,46,
2026/08/26,TX,202609/202612    ,370,370,369,370,-,-,3,-,-,367,372,861,104,,一般,7,
2026/08/26,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,368,385,861,104,,盤後,10,
2026/08/26,TX,202609/202703    ,790,792,790,792,-,-,3,-,-,777,788,855,787,,一般,0,
2026/08/26,TX,202609/202706    ,1348,1348,1347,1347,-,-,2,-,-,1339,1362,1427,1347,,一般,9,
2026/08/26,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,121,-,-,-,,一般,3,
2026/08/26,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,121,-,-,-,,盤後,1,
2026/08/27,TX,202609/202610    ,147,175,147,175,-,-,41,-,-,173,180,238,71,,一般,161,
2026/08/27,TX,202609/202610    ,-,-,-,-,-,-,0,-,-,148,152,238,71,,盤後,83,
2026/08/27,TX,202609/202611    ,305,305,305,305,-,-,1,-,-,312,320,305,305,,一般,15,
2026/08/27,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,271,278,-,-,,盤後,10,
2026/08/27,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,410,419,861,104,,一般,17,
2026/08/27,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,372,385,861,104,,盤後,15,
2026/08/27,TX,202609/202703    ,835,835,835,835,-,-,1,-,-,833,844,855,787,,一般,8,
2026/08/27,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,770,810,855,787,,盤後,2,
2026/08/27,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1341,1364,1427,1347,,一般,2,
2026/08/27,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,123,-,-,-,,盤後,4,
2026/08/27,TX,202612/202703    ,-,-,-,-,-,-,0,-,-,-,-,843,329,,盤後,1,
2026/08/28,TX,202609/202610    ,170,170,145,145,-,-,283,-,-,144,145,238,71,,一般,144,
2026/08/28,TX,202609/202610    ,185,185,163,163,-,-,21,-,-,168,178,238,71,,盤後,107,
2026/08/28,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,286,321,345,305,,一般,15,
2026/08/28,TX,202609/202611    ,340,345,340,345,-,-,2,-,-,315,341,345,305,,盤後,21,
2026/08/28,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,396,429,861,104,,一般,17,
2026/08/28,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,413,450,861,104,,盤後,9,
2026/08/28,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,826,843,855,787,,一般,7,
2026/08/28,TX,202609/202703    ,-,-,-,-,-,-,0,-,-,825,875,855,787,,盤後,9,
2026/08/28,TX,202609/202706    ,-,-,-,-,-,-,0,-,-,1339,1364,1427,1347,,一般,1,
2026/08/28,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,140,-,-,-,,一般,1,
2026/08/28,TX,202610/202611    ,-,-,-,-,-,-,0,-,-,141,-,-,-,,盤後,1,
2026/08/28,TX,202611/202612    ,-,-,-,-,-,-,0,-,-,91,-,-,-,,盤後,1,
2026/08/31,TX,202609/202610    ,149,157,148,155,-,-,192,-,-,154,158,238,71,,一般,188,
2026/08/31,TX,202609/202610    ,150,157,146,146,-,-,245,-,-,146,147,238,71,,盤後,231,
2026/08/31,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,315,321,345,305,,一般,20,
2026/08/31,TX,202609/202611    ,-,-,-,-,-,-,0,-,-,305,329,345,305,,盤後,7,
2026/08/31,TX,202609/202612    ,434,434,427,427,-,-,4,-,-,420,429,861,104,,一般,27,
2026/08/31,TX,202609/202612    ,-,-,-,-,-,-,0,-,-,412,436,861,104,,盤後,12,
